filename,irradiance
EMSTE_20220620032630_160.jpg,11.2
BAZWI_20220620174730_160.jpg,296.7
ESREF_20220620062230_160.jpg,108.3
PVNOR_20220620173200_160.jpg,282.8
BARSE_20220620062400_160.jpg,106.1
PVNOR_20220620064500_160.jpg,140.8
AURIC_20220620190100_160.jpg,30.8
VAREL_20220620111730_160.jpg,609.4
DOERP_20220620045530_160.jpg,170.6
WESTE_20220620083930_160.jpg,587.6
BARSE_20220620164830_160.jpg,167.8
WESTE_20220620051500_160.jpg,231.0
OLUOL_20220620025745_160.jpg,1.3
PVNOR_20220620151130_160.jpg,180.3
OLTIR_20220620044230_160.jpg,24.6
OLDLR_20220620132830_160.jpg,183.4
OLEMS_20220620032730_160.jpg,11.2
WESTE_20220620090530_160.jpg,671.7
BARSE_20220620105030_160.jpg,721.4
WESTE_20220620163600_160.jpg,544.5
OLTWE_20220620071000_160.jpg,108.0
DOERP_20220620025230_160.jpg,1.0
PVNOR_20220620105300_160.jpg,944.6
PVAMM_20220620121500_160.jpg,714.3
OLFLE_20220620122030_160.jpg,272.6
BARSE_20220620133230_160.jpg,259.5
OLEMS_20220620150430_160.jpg,169.9
WITTM_20220620195900_160.jpg,4.0
BARSE_20220620085130_160.jpg,317.5
VAREL_20220620025330_160.jpg,1.0
PVNOR_20220620112400_160.jpg,650.6
OLUOL_20220620110900_160.jpg,935.4
OLTIR_20220620195330_160.jpg,5.2
DOERP_20220620170000_160.jpg,383.5
VAREL_20220620073500_160.jpg,575.6
OLBFE_20220620175200_160.jpg,248.1
OLDLR_20220620150330_160.jpg,156.5
PVRAS_20220620181130_160.jpg,52.5
PVAMM_20220620115030_160.jpg,244.1
OLMAR_20220620101900_160.jpg,243.1
EMSTE_20220620025500_160.jpg,1.2
PVNOR_20220620151230_160.jpg,188.9
OLETZ_20220620112200_160.jpg,886.4
OLUOL_20220620124030_160.jpg,178.8
OLTIR_20220620090500_160.jpg,671.7
OLDON_20220620032430_160.jpg,10.7
DOERP_20220620033630_160.jpg,13.9
OLEMS_20220620140430_160.jpg,432.7
PVNOR_20220620070430_160.jpg,247.2
BARSE_20220620070300_160.jpg,296.3
OLUOL_20220620080430_160.jpg,197.5
OLDLR_20220620082130_160.jpg,255.9
OLETZ_20220620105600_160.jpg,965.0
OLEMS_20220620070900_160.jpg,142.1
PAPEN_20220620025600_160.jpg,1.2
BARSE_20220620051300_160.jpg,227.8
VAREL_20220620092630_160.jpg,756.3
OLDON_20220620184730_160.jpg,104.5
VAREL_20220620134930_160.jpg,110.0
OLETZ_20220620064700_160.jpg,169.5
PVRAS_20220620132000_160.jpg,264.2
BARSE_20220620200930_160.jpg,1.0
WESTE_20220620140130_160.jpg,238.6
BARSE_20220620125830_160.jpg,264.2
OLMAR_20220620134200_160.jpg,306.4
OLHOL_20220620141700_160.jpg,742.7
PVNOR_20220620052730_160.jpg,196.5
WESTE_20220620140600_160.jpg,768.7
OLDLR_20220620141400_160.jpg,791.1
OLFLE_20220620134330_160.jpg,263.1
WESTE_20220620091730_160.jpg,119.4
VAREL_20220620053930_160.jpg,278.6
OLETZ_20220620060400_160.jpg,349.3
OLMAR_20220620145300_160.jpg,45.6
OLBFE_20220620192700_160.jpg,18.8
PVRAS_20220620145630_160.jpg,56.5
OLFLE_20220620091500_160.jpg,163.6
OLUOL_20220620093545_160.jpg,212.0
OLEMS_20220620035300_160.jpg,53.8
AURIC_20220620041430_160.jpg,100.9
BARSE_20220620130800_160.jpg,822.5
OLHOL_20220620200730_160.jpg,1.1
BARSE_20220620092030_160.jpg,782.0
PAPEN_20220620041930_160.jpg,45.9
PVRAS_20220620042230_160.jpg,47.5
DOERP_20220620103200_160.jpg,345.5
OLTIR_20220620120400_160.jpg,283.0
WESTE_20220620102330_160.jpg,375.6
PVRAS_20220620095000_160.jpg,1029.2
OLDLR_20220620033300_160.jpg,12.5
AURIC_20220620191200_160.jpg,43.0
OLMAR_20220620030000_160.jpg,1.4
LEEER_20220620080430_160.jpg,197.5
PVNOR_20220620032330_160.jpg,10.5
OLBFE_20220620193300_160.jpg,13.7
PVRAS_20220620190900_160.jpg,42.4
BAZWI_20220620131200_160.jpg,739.2
PVAMM_20220620133500_160.jpg,335.3
PVNOR_20220620133030_160.jpg,206.5
OLEMS_20220620033500_160.jpg,13.5
OLHOL_20220620025200_160.jpg,1.0
VAREL_20220620091830_160.jpg,211.8
OLFLE_20220620123330_160.jpg,553.1
LEEER_20220620025030_160.jpg,0.9
OLMAR_20220620025730_160.jpg,1.3
OLFLE_20220620052800_160.jpg,196.5
WESTE_20220620112700_160.jpg,297.2
PVRAS_20220620182630_160.jpg,137.7
BARSE_20220620135930_160.jpg,202.4
BAZWI_20220620165100_160.jpg,288.0
OLMAR_20220620100800_160.jpg,716.8
OLBFE_20220620055500_160.jpg,313.8
BAZWI_20220620105930_160.jpg,973.7
PVRAS_20220620104530_160.jpg,225.3
ESREF_20220620182800_160.jpg,134.0
OLHOL_20220620182630_160.jpg,137.7
VAREL_20220620150600_160.jpg,191.2
PVAMM_20220620053800_160.jpg,201.9
OLMAR_20220620090830_160.jpg,933.6
LEEER_20220620190100_160.jpg,30.8
OLFLE_20220620172430_160.jpg,170.8
OLEMS_20220620200230_160.jpg,1.4
OLETZ_20220620151430_160.jpg,212.0
PVAMM_20220620094830_160.jpg,960.6
OLEMS_20220620200000_160.jpg,3.6
OLMAR_20220620162100_160.jpg,489.8
OLDLR_20220620060230_160.jpg,336.2
OLEMS_20220620122700_160.jpg,300.0
OLMAR_20220620083000_160.jpg,487.1
OLJET_20220620025700_160.jpg,1.3
PVNOR_20220620081800_160.jpg,764.8
ESREF_20220620161300_160.jpg,503.0
OLEMS_20220620062900_160.jpg,98.4
OLMAR_20220620055500_160.jpg,313.8
BARSE_20220620200400_160.jpg,1.4
OLTWE_20220620025130_160.jpg,1.0
OLHOL_20220620083700_160.jpg,594.2
OLDLR_20220620140430_160.jpg,432.7
OLDON_20220620181400_160.jpg,166.7
BAZWI_20220620084030_160.jpg,587.6
OLETZ_20220620100630_160.jpg,437.3
OLMAR_20220620123500_160.jpg,980.7
DOERP_20220620184230_160.jpg,44.4
PVNOR_20220620035500_160.jpg,58.9
ESREF_20220620121900_160.jpg,363.5
PVNOR_20220620032530_160.jpg,10.9
PVAMM_20220620130230_160.jpg,587.5
LEEER_20220620073100_160.jpg,575.7
PVNOR_20220620185030_160.jpg,65.5
OLEMS_20220620103900_160.jpg,685.7
OLHOL_20220620042130_160.jpg,46.9
PAPEN_20220620035730_160.jpg,64.3
OLTIR_20220620161630_160.jpg,512.2
ESREF_20220620100000_160.jpg,743.3
VAREL_20220620050830_160.jpg,218.4
OLFLE_20220620072630_160.jpg,127.2
BAZWI_20220620064400_160.jpg,132.7
PVAMM_20220620115930_160.jpg,272.1
PVAMM_20220620045200_160.jpg,158.4
ESREF_20220620200730_160.jpg,1.1
OLHOL_20220620114030_160.jpg,874.3
PVRAS_20220620172600_160.jpg,292.8
PVAMM_20220620135130_160.jpg,93.3
BAZWI_20220620044400_160.jpg,26.7
PVRAS_20220620042300_160.jpg,48.3
OLTIR_20220620110430_160.jpg,902.4
DOERP_20220620032830_160.jpg,11.2
EMSTE_20220620190100_160.jpg,30.8
OLTIR_20220620095030_160.jpg,579.4
OLETZ_20220620075600_160.jpg,654.4
PAPEN_20220620025130_160.jpg,1.0
OLBFE_20220620084230_160.jpg,756.8
PVNOR_20220620054100_160.jpg,278.9
DOERP_20220620143200_160.jpg,250.8
OLUOL_20220620183815_160.jpg,116.1
OLETZ_20220620165030_160.jpg,166.4
OLTIR_20220620073000_160.jpg,578.4
EMSTE_20220620105530_160.jpg,956.2
PVNOR_20220620142130_160.jpg,752.4
OLHOL_20220620075800_160.jpg,727.1
WESTE_20220620083730_160.jpg,594.2
PAPEN_20220620200600_160.jpg,1.3
DOERP_20220620043830_160.jpg,24.9
EMSTE_20220620040730_160.jpg,101.3
OLDLR_20220620025600_160.jpg,1.2
WESTE_20220620082800_160.jpg,443.7
OLUOL_20220620193115_160.jpg,14.7
PAPEN_20220620045830_160.jpg,179.1
OLTIR_20220620111900_160.jpg,589.1
OLTWE_20220620095230_160.jpg,286.2
DOERP_20220620145130_160.jpg,47.5
OLETZ_20220620085700_160.jpg,268.7
OLHOL_20220620025330_160.jpg,1.0
WESTE_20220620172330_160.jpg,88.6
OLMAR_20220620173930_160.jpg,265.3
BAZWI_20220620172600_160.jpg,292.8
VAREL_20220620093600_160.jpg,212.0
OLUOL_20220620132315_160.jpg,236.4
OLFLE_20220620025500_160.jpg,1.2
PVAMM_20220620054500_160.jpg,281.6
OLBFE_20220620065230_160.jpg,219.0
OLUOL_20220620172415_160.jpg,170.8
VAREL_20220620143330_160.jpg,209.4
BARSE_20220620160800_160.jpg,611.6
BARSE_20220620180800_160.jpg,96.1
WESTE_20220620045130_160.jpg,153.8
EMSTE_20220620075400_160.jpg,637.5
ESREF_20220620130330_160.jpg,295.0
OLDLR_20220620124000_160.jpg,178.8
OLETZ_20220620165230_160.jpg,274.6
OLBFE_20220620025430_160.jpg,1.1
OLTIR_20220620042700_160.jpg,41.6
OLMAR_20220620084800_160.jpg,791.4
BAZWI_20220620142130_160.jpg,752.4
OLJET_20220620200700_160.jpg,1.2
OLDLR_20220620052030_160.jpg,96.4
BAZWI_20220620045900_160.jpg,184.8
OLHOL_20220620135830_160.jpg,167.8
OLDLR_20220620135100_160.jpg,103.1
LEEER_20220620054200_160.jpg,281.8
WESTE_20220620074130_160.jpg,618.3
OLMAR_20220620161400_160.jpg,233.7
LEEER_20220620153300_160.jpg,169.2
OLHOL_20220620153100_160.jpg,145.0
PAPEN_20220620200100_160.jpg,1.7
OLDLR_20220620110300_160.jpg,839.8
VAREL_20220620200830_160.jpg,1.0
EMSTE_20220620025930_160.jpg,1.4
OLMAR_20220620190500_160.jpg,62.5
DOERP_20220620054330_160.jpg,284.6
PVAMM_20220620182830_160.jpg,129.3
OLETZ_20220620050730_160.jpg,214.0
DOERP_20220620025930_160.jpg,1.4
VAREL_20220620113830_160.jpg,364.3
OLBFE_20220620025400_160.jpg,1.1
PAPEN_20220620200330_160.jpg,1.4
LEEER_20220620201030_160.jpg,0.9
PVNOR_20220620110030_160.jpg,969.7
OLMAR_20220620071830_160.jpg,135.8
OLDLR_20220620152130_160.jpg,447.5
PVRAS_20220620180530_160.jpg,113.1
PAPEN_20220620025030_160.jpg,0.9
PVAMM_20220620101600_160.jpg,291.3
SOEGE_20220620200830_160.jpg,1.0
PVRAS_20220620095400_160.jpg,336.0
PVAMM_20220620061400_160.jpg,495.9
LEEER_20220620025900_160.jpg,1.4
OLMAR_20220620200200_160.jpg,1.5
OLMAR_20220620092830_160.jpg,846.4
DOERP_20220620114230_160.jpg,302.2
DOERP_20220620200300_160.jpg,1.4
OLEMS_20220620181230_160.jpg,52.5
BAZWI_20220620153600_160.jpg,624.7
OLTWE_20220620185030_160.jpg,65.5
ESREF_20220620055500_160.jpg,313.8
OLBFE_20220620182800_160.jpg,134.0
VAREL_20220620185730_160.jpg,37.3
OLTWE_20220620111100_160.jpg,406.0
BARSE_20220620200900_160.jpg,1.0
PVAMM_20220620170530_160.jpg,133.3
VAREL_20220620131500_160.jpg,452.1
OLBFE_20220620200230_160.jpg,1.4
WITTM_20220620193600_160.jpg,13.2
OLTIR_20220620043200_160.jpg,32.3
PVAMM_20220620173030_160.jpg,265.4
AURIC_20220620110130_160.jpg,969.7
EMSTE_20220620165930_160.jpg,313.1
OLFLE_20220620043900_160.jpg,24.9
OLEMS_20220620063130_160.jpg,79.3
PVNOR_20220620150900_160.jpg,196.8
AURIC_20220620035230_160.jpg,51.0
OLTIR_20220620102930_160.jpg,999.1
OLTIR_20220620101300_160.jpg,464.8
OLBFE_20220620162100_160.jpg,489.8
OLEMS_20220620133300_160.jpg,287.7
PVRAS_20220620174230_160.jpg,175.9
OLUOL_20220620143215_160.jpg,250.8
ESENS_20220620044430_160.jpg,26.7
OLEMS_20220620035530_160.jpg,58.9
AURIC_20220620042130_160.jpg,46.9
PVNOR_20220620090930_160.jpg,715.5
OLDLR_20220620200830_160.jpg,1.0
PVNOR_20220620053830_160.jpg,201.9
OLDLR_20220620140230_160.jpg,273.0
OLFLE_20220620185700_160.jpg,44.0
OLDLR_20220620161700_160.jpg,555.5
OLJET_20220620025030_160.jpg,0.9
EMSTE_20220620174830_160.jpg,315.5
OLFLE_20220620025530_160.jpg,1.2
LEEER_20220620102900_160.jpg,999.1
EMSTE_20220620144800_160.jpg,68.7
